age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,6,1,2,0,506,0,0,0,3,9,217,1,70,2,0,yes
64,4,1,3,0,2352,0,0,0,3,9,181,4,183,7,2,yes
45,3,1,1,0,360,0,0,0,3,9,215,1,-1,0,3,yes
29,9,2,1,0,938,0,0,0,3,9,358,1,-1,0,3,yes
33,7,1,1,0,1697,0,0,0,3,9,179,1,-1,0,3,yes
62,3,1,1,0,2,0,0,0,3,9,322,1,-1,0,3,yes
27,4,2,2,0,1720,0,0,0,3,9,284,2,273,1,0,yes
76,5,1,0,0,1492,0,0,1,3,9,383,1,-1,0,3,yes
34,4,1,2,0,1778,0,0,0,4,9,358,1,162,2,0,yes
54,9,1,1,0,0,0,0,0,6,9,464,5,192,8,1,yes
67,5,1,0,0,942,0,0,0,6,9,455,2,84,2,1,yes
24,9,1,1,0,556,1,0,0,6,9,368,2,80,2,2,yes
33,9,1,2,0,1699,0,0,0,6,9,178,2,94,1,2,yes
53,0,1,1,0,10541,0,0,0,9,9,178,1,-1,0,3,yes
33,8,1,1,0,1536,0,0,0,9,9,262,1,94,2,2,yes
24,8,2,2,0,235,0,0,0,9,9,118,1,-1,0,3,yes
32,4,2,2,0,935,0,0,0,9,9,165,1,91,7,2,yes
60,6,1,2,0,10861,0,0,0,9,9,98,1,91,2,0,yes
64,2,1,2,0,2331,0,0,1,9,9,201,1,-1,0,3,yes
34,0,1,1,0,2374,1,0,0,9,9,161,1,209,2,0,yes
35,4,2,2,0,1228,0,0,0,9,9,696,2,88,12,0,yes
24,8,2,1,0,125,0,0,0,9,9,263,1,90,1,0,yes
38,4,2,2,0,3141,0,0,0,9,9,347,4,189,2,2,yes
45,4,1,2,0,160,0,0,0,10,9,182,2,194,1,2,yes
42,4,1,2,0,2816,0,0,0,10,9,193,2,-1,0,3,yes
63,5,0,0,0,109,0,0,0,10,9,406,2,-1,0,3,yes
40,4,1,2,0,0,0,0,0,10,9,147,1,96,8,2,yes
31,6,1,2,0,2666,0,0,0,10,9,318,2,97,6,2,yes
44,0,2,1,0,1534,0,0,0,10,9,95,1,95,3,2,yes
61,5,1,2,0,2557,1,0,0,10,9,89,1,91,4,2,yes
67,4,1,2,0,405,0,0,0,10,9,344,2,95,2,2,yes
33,4,1,2,0,22867,1,0,0,10,9,266,2,92,3,0,yes
57,4,1,1,0,2155,0,1,0,10,9,144,3,91,2,0,yes
71,3,0,0,0,1311,0,0,0,10,9,301,2,91,1,2,yes
79,5,1,1,0,2661,0,0,0,10,9,254,5,-1,0,3,yes
52,10,1,1,0,94,0,0,0,10,9,293,3,190,10,0,yes
48,10,0,1,0,201,0,0,0,10,9,594,1,91,1,2,yes
47,0,1,1,0,0,0,0,0,10,9,213,1,190,1,1,yes
27,0,2,1,0,4590,1,0,0,10,9,131,4,89,3,0,yes
49,4,1,0,0,3371,0,0,0,11,9,269,2,-1,0,3,yes
23,9,2,1,0,598,0,0,0,11,9,406,1,195,1,0,yes
26,4,2,2,0,943,0,0,0,11,9,166,1,195,1,2,yes
40,4,1,2,0,9366,0,0,0,11,9,69,3,-1,0,3,yes
32,9,2,2,0,6746,0,0,0,11,9,199,1,-1,0,3,yes
33,7,1,1,0,1076,0,0,0,11,9,131,1,96,5,0,yes
35,4,1,2,0,0,1,0,0,11,9,229,2,96,3,2,yes
53,4,1,2,0,1624,0,0,0,11,9,166,3,97,7,2,yes
20,8,2,3,0,801,0,0,0,11,9,244,2,-1,0,3,yes
44,6,0,2,0,1070,1,0,0,11,9,172,1,91,5,2,yes
53,1,0,0,0,4401,0,0,1,11,9,241,1,92,1,2,yes
21,8,2,1,0,123,0,0,1,11,9,513,1,91,1,2,yes
36,1,2,1,0,3623,0,0,2,12,9,71,1,378,1,2,yes
31,4,2,2,0,533,0,0,0,12,9,90,3,93,6,2,yes
42,9,1,1,0,994,1,0,0,12,9,227,3,93,6,2,yes
27,6,2,2,0,168,0,0,0,12,9,123,1,196,1,2,yes
33,7,1,1,0,386,0,0,0,12,9,253,1,92,4,0,yes
29,4,2,2,0,1026,0,0,0,12,9,226,1,92,1,1,yes
54,3,2,1,0,1213,0,0,0,12,9,241,1,-1,0,3,yes
30,10,2,1,0,2424,0,0,0,12,9,110,1,279,1,0,yes
51,4,1,2,0,346,0,0,0,12,9,134,2,192,3,0,yes
32,4,1,2,0,1331,0,0,0,12,9,126,1,92,5,0,yes
54,11,1,1,0,2206,0,0,0,12,9,104,1,99,2,1,yes
82,5,0,2,0,0,0,0,1,12,9,226,1,-1,0,3,yes
47,4,1,2,0,4693,0,1,0,12,9,89,1,97,3,2,yes
48,1,1,1,0,1230,1,0,0,12,9,169,1,196,2,2,yes
77,5,0,1,0,3417,0,0,0,12,9,134,1,-1,0,3,yes
36,2,1,1,0,2971,0,0,0,12,9,247,1,97,8,0,yes
38,0,1,1,0,1767,1,0,0,12,9,893,7,-1,0,3,yes
27,8,2,2,0,5291,0,0,0,12,9,192,2,92,2,0,yes
43,7,2,1,0,3403,1,0,0,12,9,707,2,97,2,2,yes
33,9,1,1,0,133,0,0,0,12,9,627,2,192,1,2,yes
27,0,2,1,0,4745,0,0,1,12,9,411,4,192,1,1,yes
50,0,1,1,0,3608,1,0,0,13,9,176,2,197,2,2,yes
45,1,1,3,0,1529,1,0,0,13,9,181,1,197,1,2,yes
76,5,1,0,0,3324,0,0,0,13,9,122,1,92,3,2,yes
63,4,1,2,0,5112,0,0,1,13,9,2184,2,95,3,0,yes
81,5,1,0,0,5220,0,0,1,13,9,135,1,94,2,1,yes
77,5,1,0,0,2590,0,0,1,13,9,212,3,277,12,0,yes
71,5,1,0,0,2600,0,0,0,13,9,186,2,98,1,2,yes
39,0,1,1,0,260,1,0,0,13,9,226,1,94,4,2,yes
18,8,2,0,0,608,0,0,0,13,9,210,1,93,1,2,yes
58,7,0,1,0,462,0,0,0,13,9,495,1,93,1,2,yes
44,9,0,1,0,14,0,0,0,13,9,167,1,92,1,2,yes
67,5,1,1,0,1146,0,0,0,13,9,259,1,92,2,0,yes
31,7,2,1,0,181,0,0,0,13,9,239,2,93,2,2,yes
61,5,1,1,0,3114,0,0,0,13,9,381,1,-1,0,3,yes
36,9,2,1,0,376,0,0,0,13,9,193,1,92,1,2,yes
56,5,1,0,0,9367,0,0,1,13,9,271,2,92,4,2,yes
62,5,0,2,0,0,0,0,0,13,9,227,2,-1,0,3,yes
33,4,1,2,0,271,1,0,0,13,9,182,2,91,2,2,yes
24,8,2,1,0,382,0,0,0,13,9,256,2,92,3,0,yes
33,0,1,1,0,920,0,0,0,16,9,130,1,95,2,0,yes
34,1,2,3,0,129,1,1,0,16,9,295,1,200,2,2,yes
58,0,1,1,0,169,0,0,0,16,9,301,1,94,3,0,yes
37,4,1,2,0,1276,0,0,0,16,9,146,1,94,2,2,yes
64,5,1,3,0,679,0,0,1,16,9,167,1,-1,0,3,yes
27,1,2,1,0,535,0,0,0,16,9,183,1,94,1,2,yes
63,4,1,2,0,3115,0,0,0,16,9,432,5,-1,0,3,yes
23,8,2,1,0,1234,0,0,0,16,9,250,1,-1,0,3,yes
37,9,2,2,0,197,0,0,0,16,9,175,1,200,1,2,yes
43,4,1,2,0,3186,0,0,0,16,9,380,1,88,1,0,yes
56,4,1,0,0,870,0,0,0,16,9,257,1,-1,0,3,yes
35,9,1,2,0,3160,1,0,0,16,9,445,2,95,1,0,yes
24,1,1,1,0,272,0,0,0,16,9,105,2,94,2,2,yes
33,1,1,0,0,195,0,0,0,16,9,984,5,-1,0,3,yes
75,5,1,2,0,6027,0,0,0,16,9,1248,2,94,2,0,yes
40,0,1,2,0,764,1,0,2,17,9,85,1,-1,0,3,yes
62,5,1,1,0,298,0,0,0,17,9,709,2,-1,0,3,yes
52,4,1,2,0,583,0,0,0,17,9,209,1,91,2,0,yes
55,9,0,2,0,0,0,0,0,17,9,134,2,91,1,2,yes
71,5,1,1,0,5715,0,0,0,17,9,747,2,-1,0,3,yes
59,6,1,2,0,2013,0,0,0,17,9,409,2,-1,0,3,yes
78,5,1,2,0,1204,0,0,1,17,9,135,1,-1,0,3,yes
35,9,1,1,0,4922,1,0,0,17,9,393,4,201,17,1,yes
52,9,1,1,0,234,0,0,0,17,9,255,1,-1,0,3,yes
29,10,2,0,0,1374,0,0,0,17,9,309,3,208,4,2,yes
42,4,1,2,0,2187,1,0,0,17,9,525,3,-1,0,3,yes
20,8,2,1,0,215,0,0,0,24,9,325,1,95,5,2,yes
42,4,1,0,0,5310,1,0,0,25,9,968,2,97,4,2,yes
27,9,2,2,0,11862,0,0,0,25,9,285,2,97,7,2,yes
31,4,2,2,0,9421,0,0,0,25,9,372,1,-1,0,3,yes
31,0,2,1,0,4198,0,0,0,25,9,234,1,-1,0,3,yes
38,4,1,3,0,3576,0,0,0,25,9,349,2,183,1,2,yes
28,8,2,1,0,1925,0,0,0,25,9,487,1,97,2,0,yes
38,9,1,1,0,6728,0,0,0,25,9,232,1,96,4,2,yes
72,5,1,1,0,1129,0,0,0,25,9,208,1,91,1,2,yes
29,0,2,1,0,265,1,0,0,25,9,414,1,184,1,0,yes
34,0,1,2,0,69,0,1,0,25,9,296,1,205,2,0,yes
61,5,0,0,0,3624,0,0,0,25,9,342,1,-1,0,3,yes
27,1,2,2,0,567,0,0,0,25,9,238,2,184,1,2,yes
46,3,1,1,0,38,0,0,0,25,9,541,1,-1,0,3,yes
53,9,1,1,0,1982,1,1,0,27,9,160,1,-1,0,3,yes
58,9,1,1,0,3399,0,0,1,30,9,1628,2,188,8,2,yes
22,8,2,2,0,691,0,0,0,30,9,260,5,103,1,2,yes
28,0,1,1,0,330,0,0,0,2,2,357,1,188,3,1,yes
31,9,1,1,0,318,0,0,0,2,2,310,1,-1,0,3,yes
26,1,2,2,0,644,0,0,0,2,2,346,1,-1,0,3,yes
60,5,0,2,0,4,1,0,0,2,2,415,1,190,5,0,yes
29,9,2,1,0,1165,0,0,0,3,2,244,2,184,1,2,yes
36,0,0,2,0,4708,0,0,0,3,2,284,1,171,1,0,yes
68,5,1,2,0,2820,0,0,0,3,2,154,1,97,2,0,yes
48,4,1,2,0,1147,0,0,0,3,2,155,1,120,3,2,yes
53,10,1,0,0,980,1,0,0,3,2,352,1,-1,0,3,yes
39,9,1,1,0,2983,0,0,0,3,2,472,1,-1,0,3,yes
28,7,2,1,0,339,0,0,0,3,2,350,1,182,1,2,yes
29,3,2,2,0,19,0,0,0,3,2,274,1,230,1,2,yes
72,5,1,3,0,1940,0,0,1,4,2,705,2,-1,0,3,yes
29,4,2,2,0,1445,0,0,0,4,2,271,2,-1,0,3,yes
26,8,2,2,0,294,0,0,0,4,2,208,2,-1,0,3,yes
49,4,1,2,0,5887,0,0,0,4,2,439,3,185,5,2,yes
43,4,2,2,0,11891,0,0,0,4,2,821,5,242,1,2,yes
28,8,2,3,0,78,0,0,0,4,2,232,3,310,2,0,yes
44,0,2,1,0,733,1,0,0,4,2,360,2,105,5,2,yes
73,5,0,0,0,5028,0,0,0,4,2,696,10,-1,0,3,yes
39,4,1,2,0,481,0,0,0,7,2,929,5,189,1,1,yes
45,9,1,1,0,0,1,0,0,7,2,344,1,-1,0,3,yes
29,8,2,1,0,314,0,0,0,7,2,415,2,116,4,0,yes
51,0,1,1,0,241,0,0,0,7,2,308,2,-1,0,3,yes
31,9,1,1,0,684,1,0,0,7,2,620,3,-1,0,3,yes
30,8,2,1,0,1681,0,0,0,7,2,329,2,-1,0,3,yes
50,0,1,1,0,10250,1,0,0,7,2,254,3,385,2,1,yes
42,4,1,2,0,254,0,0,0,9,2,288,7,183,4,2,yes
37,0,1,1,0,0,1,0,0,9,2,179,1,190,1,2,yes
34,9,1,1,0,294,1,0,0,9,2,265,1,184,3,2,yes
49,9,1,1,0,307,0,0,0,9,2,854,1,-1,0,3,yes
59,10,1,1,0,957,0,0,0,9,2,479,2,-1,0,3,yes
80,5,1,0,0,155,0,0,1,9,2,343,2,-1,0,3,yes
86,5,2,1,0,614,0,0,1,9,2,595,1,-1,0,3,yes
69,5,1,3,0,426,0,0,1,9,2,395,1,-1,0,3,yes
79,5,1,1,0,8304,0,0,0,9,2,456,2,275,9,2,yes
41,10,1,1,0,1077,1,1,1,9,2,207,3,387,2,0,yes
36,7,1,1,0,4721,0,0,0,9,2,149,3,-1,0,3,yes
49,4,1,2,0,395,0,0,0,10,2,336,5,-1,0,3,yes
69,5,1,1,0,3588,1,0,0,10,2,429,1,-1,0,3,yes
66,5,1,3,0,2540,0,0,1,10,2,441,2,156,1,1,yes
32,4,0,2,0,883,1,0,0,10,2,798,1,185,5,1,yes
47,4,2,2,0,4402,0,0,1,10,2,805,1,190,1,1,yes
58,4,1,2,0,256,0,0,0,10,2,422,1,188,3,2,yes
64,5,1,0,0,43,0,0,0,10,2,232,1,-1,0,3,yes
72,5,1,0,0,3856,0,0,0,10,2,582,4,115,1,1,yes
30,7,1,1,0,517,0,0,0,11,2,141,2,-1,0,3,yes
79,5,1,0,0,3025,0,0,0,11,2,166,3,126,3,1,yes
30,9,1,1,0,2326,0,0,0,14,2,420,1,175,2,0,yes
36,4,1,2,0,925,0,0,0,14,2,321,3,189,4,2,yes
53,2,1,2,0,1961,0,0,0,15,2,351,1,-1,0,3,yes
53,0,1,1,0,1796,0,0,1,15,2,476,1,193,1,0,yes
34,4,1,2,0,2037,0,0,0,15,2,324,2,-1,0,3,yes
29,8,2,1,0,459,0,0,0,15,2,279,3,189,19,1,yes
29,4,2,2,0,572,0,0,0,16,2,314,1,195,1,2,yes
81,5,0,1,0,452,0,0,1,16,2,443,1,-1,0,3,yes
57,5,1,1,0,5313,0,0,0,16,2,283,2,196,1,2,yes
72,5,1,1,0,1533,0,0,0,16,2,546,2,-1,0,3,yes
28,1,2,1,0,1705,0,0,0,17,2,412,2,-1,0,3,yes
34,7,1,1,0,1337,0,0,0,17,2,330,2,127,3,2,yes
57,4,0,3,0,2986,0,0,0,17,2,222,2,231,1,0,yes
66,3,1,0,0,1230,0,0,0,17,2,726,3,-1,0,3,yes
32,0,1,1,0,35,0,0,0,17,2,324,3,126,3,2,yes
51,1,1,1,0,955,0,1,0,17,2,221,3,-1,0,3,yes
27,8,2,1,0,538,0,0,0,18,2,170,4,197,2,2,yes
50,4,1,2,0,5108,1,0,0,18,2,406,1,182,2,0,yes
30,4,2,2,0,102,1,0,0,18,2,364,3,-1,0,3,yes
75,5,0,1,0,1341,0,0,0,18,2,415,7,-1,0,3,yes
50,7,1,1,0,320,0,0,1,21,2,294,3,315,4,2,yes
32,0,2,1,0,131,1,0,0,21,2,322,1,189,1,2,yes
59,5,1,0,0,2074,0,0,0,21,2,467,1,186,2,2,yes
68,5,1,1,0,1443,0,0,1,21,2,2062,2,257,1,2,yes
31,9,1,2,0,3338,1,0,0,21,2,264,2,-1,0,3,yes
64,6,1,2,0,661,0,0,0,21,2,367,2,294,2,0,yes
54,4,0,2,0,12018,1,0,0,21,2,267,2,-1,0,3,yes
30,10,0,1,0,7105,0,0,0,22,2,321,2,-1,0,3,yes
60,0,1,1,0,3735,0,0,0,22,2,190,1,188,9,2,yes
35,4,2,2,0,538,0,0,0,22,2,410,3,165,2,1,yes
72,5,1,0,0,4657,0,0,0,22,2,305,3,309,5,2,yes
30,1,1,0,0,5,0,0,0,23,2,282,1,203,1,2,yes
52,10,0,1,0,230,0,0,0,24,2,422,2,-1,0,3,yes
43,7,1,2,0,4216,0,0,0,24,2,150,2,195,2,2,yes
33,4,1,2,0,1808,0,0,0,28,2,250,3,-1,0,3,yes
84,5,1,1,0,81204,0,0,1,28,2,679,1,313,2,1,yes
26,1,2,1,0,3145,0,0,0,28,2,1141,1,209,1,1,yes
43,4,1,2,0,3518,0,0,0,28,2,206,2,196,2,2,yes
39,9,2,2,0,25,1,0,0,28,2,315,1,210,2,2,yes
27,7,2,1,0,1347,0,0,1,28,2,824,1,193,11,2,yes
25,9,1,2,0,2551,0,0,0,28,2,400,3,-1,0,3,yes
38,0,1,1,0,11303,0,0,0,28,2,473,2,216,2,0,yes
44,4,1,3,0,2724,0,0,0,28,2,893,1,-1,0,3,yes
20,8,2,3,0,755,0,0,0,29,2,284,1,-1,0,3,yes
32,4,2,2,0,718,1,0,0,29,2,155,1,197,1,2,yes
23,7,2,1,0,870,0,0,0,29,2,296,1,176,4,2,yes
35,10,1,1,0,978,0,0,0,29,2,1370,3,209,3,2,yes
30,6,2,2,0,916,0,0,0,29,2,449,2,-1,0,3,yes
27,0,1,1,0,1595,0,0,0,29,2,196,2,197,2,2,yes
61,4,1,1,0,544,0,0,0,29,2,63,3,200,9,2,yes
46,4,0,2,0,461,0,0,0,30,2,369,2,-1,0,3,yes
45,10,1,1,0,891,1,0,2,7,4,118,1,-1,0,3,yes
27,4,2,1,0,843,0,0,0,8,4,187,1,-1,0,3,yes
70,5,1,0,0,2795,0,0,0,8,4,301,2,-1,0,3,yes
25,9,2,1,0,139,0,1,0,11,4,202,1,91,1,2,yes
57,5,1,1,0,1044,0,0,1,11,4,585,1,192,2,2,yes
55,0,1,1,0,1633,0,0,0,11,4,210,1,192,2,2,yes
33,4,1,2,0,6513,1,0,0,11,4,170,1,343,1,1,yes
73,5,1,0,0,1388,0,0,1,11,4,767,2,83,1,2,yes
67,5,1,0,0,1430,0,0,0,11,4,499,2,91,3,0,yes
35,4,1,2,0,323,0,0,0,11,4,261,2,-1,0,3,yes
34,10,2,1,0,15,0,0,0,12,4,377,1,-1,0,3,yes
47,7,0,2,0,1639,0,0,0,12,4,349,1,-1,0,3,yes
66,6,1,2,0,147,0,0,1,12,4,411,1,-1,0,3,yes
31,9,2,1,0,2544,0,0,0,12,4,229,1,279,2,2,yes
25,9,2,1,0,4859,0,0,0,12,4,227,1,-1,0,3,yes
28,7,2,1,0,168,0,0,0,12,4,387,1,194,1,1,yes
25,1,2,1,0,2007,0,0,0,12,4,265,2,-1,0,3,yes
47,0,2,1,0,3696,0,0,0,12,4,758,4,-1,0,3,yes
30,9,1,2,0,2166,0,0,0,12,4,316,2,-1,0,3,yes
28,6,2,2,0,4579,0,0,0,12,4,409,2,-1,0,3,yes
49,4,1,2,0,1093,1,1,0,12,4,243,2,91,2,2,yes
21,8,2,1,0,2488,0,0,1,12,4,661,2,92,1,2,yes
87,5,1,0,0,2190,0,0,1,12,4,512,2,-1,0,3,yes
22,8,2,1,0,254,0,0,0,13,4,143,2,-1,0,3,yes
28,6,2,2,0,1579,0,0,0,13,4,163,1,91,3,0,yes
31,10,1,2,0,330,0,0,0,13,4,260,1,194,2,2,yes
60,5,1,1,0,938,0,0,0,13,4,380,3,-1,0,3,yes
41,9,2,3,0,5372,1,0,0,13,4,248,3,-1,0,3,yes
21,8,2,1,0,71,0,0,0,13,4,169,2,-1,0,3,yes
24,8,2,1,0,3176,0,0,0,13,4,108,2,-1,0,3,yes
54,4,0,2,0,496,0,0,0,13,4,452,3,-1,0,3,yes
80,5,1,0,0,1468,0,0,0,13,4,330,3,-1,0,3,yes
35,9,2,2,0,0,0,0,0,14,4,187,7,-1,0,3,yes
70,5,0,0,0,482,0,0,1,14,4,372,1,196,2,2,yes
62,1,1,1,0,180,0,0,0,14,4,183,1,90,4,1,yes
59,9,1,0,0,4198,0,0,0,14,4,309,1,91,10,2,yes
48,10,1,1,0,817,0,0,0,14,4,517,1,282,4,2,yes
45,0,1,1,0,5021,0,0,0,14,4,233,1,-1,0,3,yes
32,0,1,1,0,51,1,1,0,14,4,203,1,87,2,1,yes
36,0,1,3,0,991,0,0,0,14,4,589,2,-1,0,3,yes
33,7,2,1,0,133,0,0,0,14,4,305,2,274,1,2,yes
64,3,1,0,0,768,0,0,0,14,4,371,1,-1,0,3,yes
30,4,2,2,0,536,0,0,0,14,4,362,2,91,2,2,yes
59,7,2,1,0,739,0,0,0,14,4,408,1,-1,0,3,yes
32,0,1,1,0,366,0,0,0,14,4,366,2,-1,0,3,yes
60,5,0,2,0,979,1,0,0,15,4,295,3,347,1,0,yes
39,4,1,2,0,2939,0,0,0,15,4,348,2,-1,0,3,yes
37,4,1,2,0,0,0,0,0,15,4,426,2,196,1,1,yes
37,0,2,1,0,4803,0,0,0,15,4,396,2,-1,0,3,yes
55,4,1,2,0,7803,0,0,0,15,4,441,1,-1,0,3,yes
30,4,2,2,0,720,0,0,0,15,4,1265,4,210,4,1,yes
85,5,1,0,0,1255,0,0,0,15,4,233,3,-1,0,3,yes
79,5,1,0,0,8556,0,0,1,18,4,326,2,272,2,2,yes
64,5,1,1,0,588,0,0,0,18,4,366,1,91,2,0,yes
42,9,1,1,0,994,1,0,0,18,4,453,1,67,9,2,yes
47,1,1,1,0,820,0,0,0,18,4,262,1,91,1,2,yes
21,8,2,0,0,423,0,0,1,18,4,287,5,285,5,2,yes
66,5,1,1,0,203,0,0,0,18,4,353,1,195,1,2,yes
61,5,1,1,0,86,0,0,0,25,4,639,1,94,1,2,yes
50,4,1,2,0,5969,0,0,0,25,4,455,1,544,2,0,yes
27,0,1,2,0,2855,0,0,0,25,4,240,1,301,3,0,yes
63,5,1,1,0,474,0,0,0,25,4,423,1,-1,0,3,yes
36,4,1,2,0,203,0,0,0,25,4,255,1,88,1,2,yes
38,10,1,0,0,7005,1,0,0,25,4,696,1,202,2,2,yes
92,5,1,3,0,775,0,0,0,26,4,164,4,96,3,2,yes
77,5,1,1,0,4112,0,0,1,26,4,1616,1,95,2,2,yes
68,5,2,2,0,2144,0,0,0,26,4,708,1,96,3,2,yes
30,0,2,1,0,255,0,0,0,27,4,143,1,-1,0,3,yes
81,5,1,0,0,243,0,0,0,27,4,340,1,92,1,2,yes
42,11,2,3,0,942,0,0,0,27,4,245,1,92,2,2,yes
48,0,0,1,0,1180,0,0,0,27,4,142,1,238,3,1,yes
52,7,1,1,0,992,1,0,0,27,4,342,1,92,2,2,yes
38,3,0,1,0,70,0,0,0,27,4,164,4,92,4,2,yes
61,0,1,3,0,4629,1,0,0,27,4,181,1,92,1,2,yes
20,8,2,3,0,829,0,0,0,27,4,196,3,202,2,2,yes
54,0,1,1,0,0,0,0,0,27,4,565,1,-1,0,3,yes
39,0,1,1,0,0,0,0,0,27,4,366,1,436,10,0,yes
44,9,1,1,0,2776,1,0,0,27,4,701,1,-1,0,3,yes
73,5,1,0,0,279,0,0,0,28,4,399,3,-1,0,3,yes
36,8,2,2,0,129,0,0,0,28,4,918,1,93,1,2,yes
48,4,1,2,0,157,0,0,0,28,4,417,4,-1,0,3,yes
52,7,1,1,0,659,0,0,0,28,4,390,4,93,1,2,yes
30,1,1,1,0,2493,0,0,0,28,4,293,2,-1,0,3,yes
36,4,1,2,0,3949,0,0,0,28,4,130,2,-1,0,3,yes
49,9,0,3,0,387,0,0,0,28,4,325,1,-1,0,3,yes
42,4,2,2,0,7560,0,0,0,28,4,132,1,-1,0,3,yes
80,5,1,0,0,997,0,0,0,28,4,151,1,91,3,2,yes
33,9,1,2,0,1699,0,0,0,28,4,202,1,83,3,2,yes
56,9,1,2,0,1181,0,0,0,28,4,186,1,433,1,0,yes
64,4,1,2,0,3951,0,0,0,28,4,134,1,91,1,2,yes
54,0,1,1,0,0,0,0,0,28,4,161,1,98,2,0,yes
52,9,1,2,0,2557,0,0,0,28,4,134,5,204,2,2,yes
34,0,1,2,0,0,0,0,0,28,4,155,2,-1,0,3,yes
50,4,1,2,0,2366,0,0,0,28,4,816,2,149,1,1,yes
66,5,1,2,0,1948,0,0,0,28,4,216,1,91,4,2,yes
52,1,1,0,0,306,0,0,0,28,4,223,1,-1,0,3,yes
62,2,1,1,0,3904,0,0,1,29,4,403,2,-1,0,3,yes
60,5,1,1,0,18967,1,0,0,29,4,177,2,-1,0,3,yes
28,0,2,1,0,261,1,1,0,29,4,254,3,142,6,2,yes
26,9,2,1,0,2002,0,0,0,29,4,146,1,-1,0,3,yes
56,5,0,0,0,694,0,0,0,29,4,144,1,102,1,1,yes
36,9,1,2,0,202,0,0,0,29,4,313,1,120,3,0,yes
60,1,1,0,0,5,0,0,0,29,4,533,1,92,1,2,yes
45,4,2,2,0,4831,0,0,0,29,4,479,11,-1,0,3,yes
60,4,1,3,0,264,0,0,1,1,3,265,1,-1,0,3,yes
33,2,2,1,0,278,0,0,0,1,3,563,5,-1,0,3,yes
77,5,1,2,0,7802,0,0,1,1,3,483,2,-1,0,3,yes
66,5,1,0,0,3629,0,0,0,2,3,474,1,172,2,1,yes
45,4,1,2,0,547,0,0,0,2,3,577,1,-1,0,3,yes
30,8,2,3,0,4468,0,0,0,2,3,204,1,-1,0,3,yes
56,7,1,1,0,1989,0,0,0,3,3,336,2,281,2,0,yes
64,3,1,3,0,2645,0,0,1,3,3,219,2,-1,0,3,yes
30,9,2,2,0,4060,0,0,0,3,3,179,1,93,1,1,yes
33,9,1,1,0,303,1,0,0,3,3,355,1,301,5,2,yes
72,5,1,0,0,2600,0,0,0,3,3,443,2,82,3,2,yes
44,9,1,2,0,1818,1,1,0,3,3,508,1,92,4,0,yes
37,0,2,1,0,728,0,0,0,3,3,129,1,174,2,1,yes
31,10,2,2,0,302,0,0,0,3,3,349,1,357,3,2,yes
52,1,1,1,0,955,0,1,0,3,3,153,1,48,3,2,yes
37,9,2,1,0,265,1,1,0,3,3,140,1,366,2,0,yes
34,4,1,2,0,123,0,0,0,3,3,301,3,-1,0,3,yes
78,5,1,3,0,4807,0,0,1,3,3,892,2,104,4,2,yes
45,0,1,1,0,205,0,0,0,3,3,373,1,92,1,2,yes
37,4,1,2,0,238,0,0,0,3,3,185,1,92,1,2,yes
29,9,1,1,0,95,0,1,0,3,3,172,3,-1,0,3,yes
68,5,1,2,0,2812,0,0,0,3,3,279,2,181,1,0,yes
38,0,2,1,0,262,0,0,0,3,3,315,2,180,6,0,yes
53,4,1,2,0,6571,0,0,0,3,3,208,1,-1,0,3,yes
39,7,1,1,0,2758,0,0,0,4,3,658,3,-1,0,3,yes
55,4,0,2,0,2037,0,0,0,4,3,305,2,94,3,2,yes
32,8,2,2,0,0,0,0,0,4,3,233,3,276,2,0,yes
62,5,1,1,0,569,0,0,0,4,3,94,5,184,1,2,yes
76,5,1,0,0,2223,0,0,1,4,3,429,1,-1,0,3,yes
35,0,0,1,0,1085,0,0,0,4,3,195,6,97,12,1,yes
55,0,1,1,0,602,0,0,0,4,3,390,2,150,6,2,yes
41,9,2,2,0,1646,1,0,0,4,3,261,1,184,6,2,yes
35,10,2,2,0,415,0,0,0,4,3,649,1,176,1,0,yes
80,5,1,1,0,2354,0,0,1,4,3,739,1,181,2,0,yes
38,9,1,1,0,318,0,0,0,4,3,383,1,181,5,0,yes
48,1,1,1,0,1730,1,0,0,4,3,489,1,178,2,0,yes
25,4,1,3,0,448,0,0,0,5,3,151,1,297,1,2,yes
36,0,2,2,0,994,0,0,0,5,3,195,1,176,5,0,yes
29,3,2,2,0,19,0,0,0,5,3,110,2,64,2,2,yes
58,10,1,1,0,1625,0,0,0,5,3,286,2,-1,0,3,yes
32,9,1,2,0,2976,1,0,0,5,3,783,1,175,5,0,yes
46,1,1,1,0,1144,1,0,0,8,3,376,2,129,3,1,yes
23,0,2,2,0,897,1,0,0,8,3,190,2,280,8,0,yes
67,5,0,1,0,704,0,0,0,8,3,186,2,97,1,2,yes
30,4,1,2,0,1996,0,0,0,8,3,1133,3,101,1,1,yes
22,8,2,1,0,216,0,0,0,8,3,363,1,187,1,2,yes
24,9,1,1,0,556,1,0,0,8,3,278,1,94,4,2,yes
45,0,1,1,0,1206,0,0,1,8,3,309,1,446,3,0,yes
40,4,1,2,0,1855,0,0,1,8,3,78,6,-1,0,3,yes
35,4,1,2,0,62,0,0,0,8,3,469,2,185,2,0,yes
52,4,1,2,0,3634,0,0,0,8,3,341,8,-1,0,3,yes
