,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46767,48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success,yes
46769,77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,unknown,yes
46770,36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,yes
46774,38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,unknown,yes
46775,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
46777,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
46778,33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,yes
46779,27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,yes
46780,50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
46784,45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,yes
46785,76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes
46786,63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,yes
46787,81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes
46788,77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure,yes
46789,71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,2,98,1,success,yes
46791,39,admin.,married,secondary,no,260,yes,no,cellular,13,nov,226,1,94,4,success,yes
46795,18,student,single,primary,no,608,no,no,cellular,13,nov,210,1,93,1,success,yes
46796,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
46798,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
46799,67,retired,married,secondary,no,1146,no,no,cellular,13,nov,259,1,92,2,failure,yes
46801,31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
46802,61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,yes
46803,36,technician,single,secondary,no,376,no,no,cellular,13,nov,193,1,92,1,success,yes
46804,56,retired,married,primary,no,9367,no,no,telephone,13,nov,271,2,92,4,success,yes
46806,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes
46807,33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
46808,24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,92,3,failure,yes
46811,33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,1,95,2,failure,yes
46812,34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
46813,58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
46815,37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,yes
46816,64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,yes
46817,27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
46825,63,management,married,tertiary,no,3115,no,no,cellular,16,nov,432,5,-1,0,unknown,yes
46830,23,student,single,secondary,no,1234,no,no,cellular,16,nov,250,1,-1,0,unknown,yes
46833,37,technician,single,tertiary,no,197,no,no,cellular,16,nov,175,1,200,1,success,yes
46835,43,management,married,tertiary,no,3186,no,no,cellular,16,nov,380,1,88,1,failure,yes
46839,56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,unknown,yes
46840,35,technician,married,tertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
46843,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
46844,33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,unknown,yes
46846,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
46847,40,admin.,married,tertiary,no,764,yes,no,unknown,17,nov,85,1,-1,0,unknown,yes
46848,62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,unknown,yes
46850,52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,yes
46853,55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
46854,71,retired,married,secondary,no,5715,no,no,cellular,17,nov,747,2,-1,0,unknown,yes
46855,59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,409,2,-1,0,unknown,yes
46856,78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,unknown,yes
46857,35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other,yes
46858,52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,unknown,yes
46859,29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
46860,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes
46868,20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
46869,42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
46871,27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,yes
46878,31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,unknown,yes
46881,31,admin.,single,secondary,no,4198,no,no,cellular,25,nov,234,1,-1,0,unknown,yes
46882,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
46883,28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,yes
46884,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
46885,72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
46887,29,admin.,single,secondary,no,265,yes,no,cellular,25,nov,414,1,184,1,failure,yes
46888,34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,failure,yes
46890,61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,yes
46891,27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,yes
46892,46,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541,1,-1,0,unknown,yes
46896,53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,unknown,yes
46899,58,technician,married,secondary,no,3399,no,no,telephone,30,nov,1628,2,188,8,success,yes
46907,22,student,single,tertiary,no,691,no,no,cellular,30,nov,260,5,103,1,success,yes
46911,28,admin.,married,secondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
46912,31,technician,married,secondary,no,318,no,no,cellular,2,dec,310,1,-1,0,unknown,yes
46913,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
46914,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,yes
46916,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,yes
46918,36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes
46919,68,retired,married,tertiary,no,2820,no,no,cellular,3,dec,154,1,97,2,failure,yes
46920,48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,yes
46921,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
46924,39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,1,-1,0,unknown,yes
46927,28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,yes
46928,29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
46929,72,retired,married,unknown,no,1940,no,no,telephone,4,dec,705,2,-1,0,unknown,yes
46930,29,management,single,tertiary,no,1445,no,no,cellular,4,dec,271,2,-1,0,unknown,yes
46931,26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,yes
46932,49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,yes
46934,43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,success,yes
46938,28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
46939,44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes
46940,73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,yes
46945,39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,yes
46952,45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
46959,29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
46960,51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,yes
46965,31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,yes
46966,30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,unknown,yes
46968,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
46970,42,management,married,tertiary,no,254,no,no,cellular,9,dec,288,7,183,4,success,yes
46971,37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,yes
46977,34,technician,married,secondary,no,294,yes,no,cellular,9,dec,265,1,184,3,success,yes
46978,49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,yes
46979,59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown,yes
46980,80,retired,married,primary,no,155,no,no,telephone,9,dec,343,2,-1,0,unknown,yes
46981,86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,1,-1,0,unknown,yes
46982,69,retired,married,unknown,no,426,no,no,telephone,9,dec,395,1,-1,0,unknown,yes
46983,79,retired,married,secondary,no,8304,no,no,cellular,9,dec,456,2,275,9,success,yes
46987,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
46988,36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,yes
46989,49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
46990,69,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429,1,-1,0,unknown,yes
46991,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
46993,32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
46995,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
46998,58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,yes
46999,64,retired,married,primary,no,43,no,no,cellular,10,dec,232,1,-1,0,unknown,yes
47002,72,retired,married,primary,no,3856,no,no,cellular,10,dec,582,4,115,1,other,yes
47003,30,services,married,secondary,no,517,no,no,cellular,11,dec,141,2,-1,0,unknown,yes
47004,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,yes
47006,30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
47012,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
47014,53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
47016,53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
47017,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown,yes
47018,29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
47020,29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
47023,81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,-1,0,unknown,yes
47024,57,retired,married,secondary,no,5313,no,no,cellular,16,dec,283,2,196,1,success,yes
47025,72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes
47032,28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,412,2,-1,0,unknown,yes
47033,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
47034,57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
47036,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown,yes
47037,32,admin.,married,secondary,no,35,no,no,cellular,17,dec,324,3,126,3,success,yes
47039,51,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,221,3,-1,0,unknown,yes
47040,27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
47042,50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
47044,30,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes
47047,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
47050,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
47053,32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes
47054,59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
47055,68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2062,2,257,1,success,yes
47056,31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,264,2,-1,0,unknown,yes
47059,64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
47061,54,management,divorced,tertiary,no,12018,yes,no,cellular,21,dec,267,2,-1,0,unknown,yes
47062,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,321,2,-1,0,unknown,yes
47063,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
47065,35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,yes
47066,72,retired,married,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,yes
47068,30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,yes
47071,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,unknown,yes
47075,43,services,married,tertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,yes
47078,33,management,married,tertiary,no,1808,no,no,cellular,28,dec,250,3,-1,0,unknown,yes
47079,84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other,yes
47080,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1141,1,209,1,other,yes
47085,43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,yes
47086,39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes
47087,27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
47088,25,technician,married,tertiary,no,2551,no,no,cellular,28,dec,400,3,-1,0,unknown,yes
47092,38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,yes
47093,44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
47096,20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes
47097,32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
47099,23,services,single,secondary,no,870,no,no,cellular,29,dec,296,1,176,4,success,yes
47100,35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
47101,30,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,-1,0,unknown,yes
47102,27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,yes
47106,61,management,married,secondary,no,544,no,no,cellular,29,dec,63,3,200,9,success,yes
47108,46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,yes
47116,45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,118,1,-1,0,unknown,yes
47119,27,management,single,secondary,no,843,no,no,cellular,8,jan,187,1,-1,0,unknown,yes
47121,70,retired,married,primary,no,2795,no,no,cellular,8,jan,301,2,-1,0,unknown,yes
47123,25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
47124,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
47125,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes
47126,33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,170,1,343,1,other,yes
47128,73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes
47133,67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,yes
47134,35,management,married,tertiary,no,323,no,no,cellular,11,jan,261,2,-1,0,unknown,yes
47141,34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,-1,0,unknown,yes
47142,47,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349,1,-1,0,unknown,yes
47144,66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,1,-1,0,unknown,yes
47145,31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
47147,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
47148,28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,yes
47149,25,blue-collar,single,secondary,no,2007,no,no,cellular,12,jan,265,2,-1,0,unknown,yes
47150,47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,-1,0,unknown,yes
47151,30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,316,2,-1,0,unknown,yes
47152,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
47154,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
47155,21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,yes
47156,87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,-1,0,unknown,yes
47158,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,yes
47160,28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
47164,31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,yes
47165,60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,-1,0,unknown,yes
47166,41,technician,single,unknown,no,5372,yes,no,cellular,13,jan,248,3,-1,0,unknown,yes
47167,21,student,single,secondary,no,71,no,no,cellular,13,jan,169,2,-1,0,unknown,yes
47168,24,student,single,secondary,no,3176,no,no,cellular,13,jan,108,2,-1,0,unknown,yes
47170,54,management,divorced,tertiary,no,496,no,no,cellular,13,jan,452,3,-1,0,unknown,yes
47171,80,retired,married,primary,no,1468,no,no,cellular,13,jan,330,3,-1,0,unknown,yes
47176,35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,7,-1,0,unknown,yes
47177,70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,yes
47178,62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other,yes
47179,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
47182,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
47185,45,admin.,married,secondary,no,5021,no,no,cellular,14,jan,233,1,-1,0,unknown,yes
47186,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
47189,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes
47190,33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,yes
47192,64,housemaid,married,primary,no,768,no,no,cellular,14,jan,371,1,-1,0,unknown,yes
47194,30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,yes
47195,59,services,single,secondary,no,739,no,no,cellular,14,jan,408,1,-1,0,unknown,yes
47197,32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
47198,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
47199,39,management,married,tertiary,no,2939,no,no,cellular,15,jan,348,2,-1,0,unknown,yes
47201,37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,yes
47204,37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
47205,55,management,married,tertiary,no,7803,no,no,cellular,15,jan,441,1,-1,0,unknown,yes
47209,30,management,single,tertiary,no,720,no,no,cellular,15,jan,1265,4,210,4,other,yes
47211,85,retired,married,primary,no,1255,no,no,cellular,15,jan,233,3,-1,0,unknown,yes
47214,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
47217,64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure,yes
47218,42,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,1,67,9,success,yes
47220,47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91,1,success,yes
47222,21,student,single,primary,no,423,no,no,telephone,18,jan,287,5,285,5,success,yes
47224,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
47231,61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,yes
47237,50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,yes
47239,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
47243,63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
47244,36,management,married,tertiary,no,203,no,no,cellular,25,jan,255,1,88,1,success,yes
47245,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
47248,92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,4,96,3,success,yes
47251,77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95,2,success,yes
47254,68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,708,1,96,3,success,yes
47257,30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,-1,0,unknown,yes
47258,81,retired,married,primary,no,243,no,no,cellular,27,jan,340,1,92,1,success,yes
47260,42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,92,2,success,yes
47264,48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,142,1,238,3,other,yes
47265,52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
47266,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
47269,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
47271,20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,yes
47275,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,yes
47276,39,admin.,married,secondary,no,0,no,no,cellular,27,jan,366,1,436,10,failure,yes
47277,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
47280,73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
47284,36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,yes
47287,48,management,married,tertiary,no,157,no,no,cellular,28,jan,417,4,-1,0,unknown,yes
47288,52,services,married,secondary,no,659,no,no,cellular,28,jan,390,4,93,1,success,yes
47293,30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,-1,0,unknown,yes
47295,36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,-1,0,unknown,yes
47296,49,technician,divorced,unknown,no,387,no,no,cellular,28,jan,325,1,-1,0,unknown,yes
47299,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
47300,80,retired,married,primary,no,997,no,no,cellular,28,jan,151,1,91,3,success,yes
47303,33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
47304,56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433,1,failure,yes
47305,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
47306,54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes
47308,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
47310,34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,155,2,-1,0,unknown,yes
47311,50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
47312,66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
47315,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,-1,0,unknown,yes
47319,62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,2,-1,0,unknown,yes
47320,60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,177,2,-1,0,unknown,yes
47323,28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
47324,26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,unknown,yes
47325,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
47327,36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120,3,failure,yes
47331,60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success,yes
47338,45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,yes
47341,60,management,married,unknown,no,264,no,no,telephone,1,feb,265,1,-1,0,unknown,yes
47342,33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
47346,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,yes
47354,66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
47355,45,management,married,tertiary,no,547,no,no,cellular,2,feb,577,1,-1,0,unknown,yes
47356,30,student,single,unknown,no,4468,no,no,cellular,2,feb,204,1,-1,0,unknown,yes
47361,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
47364,64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,-1,0,unknown,yes
47365,30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,yes
47367,33,technician,married,secondary,no,303,yes,no,cellular,3,feb,355,1,301,5,success,yes
47369,72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
47370,44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes
47371,37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
47372,31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,yes
47374,52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,yes
47377,37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes
47379,34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,unknown,yes
47380,78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success,yes
47381,45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
47382,37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
47383,29,technician,married,secondary,no,95,no,yes,cellular,3,feb,172,3,-1,0,unknown,yes
47385,68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
47387,38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,180,6,failure,yes
47388,53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,-1,0,unknown,yes
47391,39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,3,-1,0,unknown,yes
47392,55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
